RA,Dec,U_MAG_COG,R_MAG_COG,U_MAGERR_COG,R_MAGERR_COG,U_MAG_APAUTO,R_MAG_APAUTO,U_MAGERR_APAUTO,R_MAGERR_APAUTO,U_IQ,R_IQ,R_A_WORLD,R_B_WORLD,R_THETA_J2000,R_ISOAREA_IMAGE,R_MU_MAX,R_FLUX_RADIUS,U_FLAGS,R_FLAGS,R_MAG_2ARC,R_MAGERR_2ARC,U_MAGLIM_2ARC,R_MAGLIM_2ARC,U_MAGLIM_APAUTO,R_MAGLIM_APAUTO,U_MAGLIM_COG,R_MAGLIM_COG,R_MAG_APER_5,R_MAG_APER_10,R_MAG_APER_15,R_MAG_APER_20,g_wrp_kron,r_wrp_kron,i_wrp_kron,y_wrp_kron,z_wrp_kron,g_wrp_kron_err,r_wrp_kron_err,i_wrp_kron_err,y_wrp_kron_err,z_wrp_kron_err,g_wrp_psf,r_wrp_psf,i_wrp_psf,y_wrp_psf,z_wrp_psf,g_wrp_psf_err,r_wrp_psf_err,i_wrp_psf_err,y_wrp_psf_err,z_wrp_psf_err,GC_Prob
190.3165834,32.4494252,21.61399718,19.81203127,0.008,0.001,21.62199718,19.81603127,0.028,0.002,0.7507,0.6285,0.000125894,0.00012064,-83.67,253,19.1636,1.966,0,0,19.89003127,0.002,24.551,25.304,23.626,24.663,24.815,25.765,20.29223127,19.90123127,19.80223127,19.77943127,20.49518812,19.95661127,19.80782072,19.6087388,19.80345814,0.028909022,0.018863095,0.017908456,0.06606582,0.037450686,20.31998912,19.84321527,19.67422772,19.4658188,19.62708514,0.018831903,0.010803223,0.010408071,0.026520366,0.01813201,0.04703514
190.2948701,32.4522951,22.78161834,21.25498323,0.023,0.003,22.81861834,21.26298323,0.082,0.009,0.7507,0.6285,0.000114742,0.000113041,-67.14,134,20.6996,1.952,0,0,21.33198323,0.006,24.551,25.304,23.626,24.663,24.815,25.765,21.74198323,21.34298323,21.26128323,21.27488323,21.9466177,21.23759823,21.062125,21.37807126,21.25341306,0.06863077,0.059483703,0.06815671,0.2340699,0.09407834,21.6772967,21.21878323,21.082656,21.03481726,21.05187106,0.03924177,0.04005978,0.025028905,0.096829966,0.07891359,0.103042456
190.5938782,32.3078335,23.14604374,21.91252487,0.043,0.007,22.90004374,21.93652487,0.12,0.023,0.7254,0.6234,0.000102471,9.88E-05,65.77,74,21.2372,1.846,0,0,21.97552487,0.015,24.198,24.989,23.364,24.459,24.585,25.651,22.34972487,21.98012487,21.94502487,22.10432487,22.39297572,22.16612487,22.03898036,,22.20090738,0.20271681,0.08907702,0.13150673,-4.157189,0.28544465,22.42260472,21.92099487,21.72126836,21.14213094,21.93568138,0.06573345,0.056649044,0.06018137,0.13672638,0.07352809,0.375175168
190.0444105,32.2661009,24.41750396,22.88415583,0.096,0.017,24.31150396,22.86915583,0.307,0.055,0.7386,0.6451,0.000106124,0.00010142,59.34,60,22.6679,2.375,0,0,22.95815583,0.035,24.676,24.939,23.751,24.384,24.938,25.61,23.54905583,22.97465583,22.86885583,22.83425583,22.91685874,23.02855583,23.69763791,20.85301645,23.05580466,0.6486845,0.30661693,0.8982991,0.31622908,0.9671827,23.67437374,23.02074083,22.76112291,21.34424945,22.51566266,0.250145,0.113716826,0.10927651,0.089215964,0.22802669,0.04223611
190.0093173,32.3619058,24.0197131,22.62496377,0.066,0.016,23.9927131,22.59796377,0.225,0.047,0.7386,0.633,0.000108049,9.99E-05,34.6,63,22.2615,2.363,0,0,22.70396377,0.032,24.676,24.719,23.751,24.193,24.938,25.348,23.30476377,22.72056377,22.57926377,22.50196377,23.50170166,22.55882177,22.6747772,20.52500925,22.13803771,0.48742315,0.1444288,0.5597458,0.51860243,0.08316816,23.15299366,22.59332777,22.6027312,21.24202725,22.13932471,0.09775066,0.0700643,0.15517083,0.16291817,0.09171188,0.000273956
190.0783225,32.371819,22.61982851,21.28248694,0.018,0.004,22.64682851,21.28648694,0.064,0.012,0.7386,0.6451,0.000110407,0.000108369,77.73,104,20.6115,1.971,0,0,21.35748694,0.008,24.676,24.939,23.751,24.384,24.938,25.61,21.77438694,21.36718694,21.28068694,21.28528694,21.5379164,21.32668594,21.28454086,20.76624013,21.15896415,0.0391584,0.053901706,0.07332228,0.21453145,0.11946921,21.6575024,21.25742794,21.07905286,20.68174813,21.10362315,0.038160454,0.0338513,0.03367766,0.069436446,0.09009128,0.057481855
190.0116656,32.4912369,23.10257145,21.83588742,0.029,0.007,23.03957145,21.83988742,0.097,0.02,0.751,0.6198,0.000107157,0.000101747,-66.39,83,21.1665,1.896,0,0,21.90688742,0.014,24.672,24.942,23.747,24.441,24.924,25.635,22.29228742,21.91658742,21.82668742,21.78298742,22.46717829,21.89555642,21.5500083,20.98348036,21.36207251,0.11899359,0.09266459,0.15596165,0.5234495,0.15833288,22.24164229,21.76114342,21.7187533,21.25802236,21.77873451,0.09144231,0.043856237,0.09251053,0.16303846,0.08821687,0.001964925
190.0914281,32.5219705,22.42519691,20.55406839,0.015,0.002,22.43319691,20.55706839,0.054,0.007,0.751,0.6198,0.000115899,0.000110311,-72.36,148,19.8444,1.881,0,0,20.62506839,0.005,24.672,24.942,23.747,24.441,24.924,25.635,21.00566839,20.63476839,20.54596839,20.52696839,21.33391887,20.73449239,20.45242712,20.14421138,20.37337207,0.063351884,0.04171398,0.04391921,0.08195492,0.054761153,21.15811487,20.62071139,20.35685012,20.09471538,20.22226507,0.028887555,0.031089257,0.020355862,0.058757003,0.024233721,0.236135792
190.1041189,32.5257386,23.52156676,22.19072872,0.042,0.009,23.70756676,22.21172872,0.178,0.027,0.751,0.6198,0.000103811,9.90E-05,88.67,72,21.5651,1.937,0,0,22.25372872,0.018,24.672,24.942,23.747,24.441,24.924,25.635,22.67232872,22.26002872,22.18012872,22.02222872,23.36967286,22.83247272,22.0338848,21.01727873,21.77639332,0.50820893,0.29379115,0.10338745,0.5412251,0.305565,22.72173886,22.31600672,21.9486848,21.49718673,21.99149432,0.13548519,0.06868098,0.06403824,0.17403615,0.09086146,0.060835114
190.1010151,32.4456032,24.03139471,22.70579215,0.061,0.012,23.84139471,22.73579215,0.179,0.037,0.7386,0.6227,0.00010281,9.42E-05,-78.31,66,22.0429,1.839,0,0,22.77079215,0.024,24.774,25.076,23.849,24.435,24.964,25.531,23.16939215,22.77639215,22.75259215,22.70029215,23.91754858,22.78893615,22.7839803,20.70323458,21.84666985,0.5593296,0.197544,0.2780396,0.5673948,0.4420043,23.25991758,22.59817415,22.7062003,21.46148858,22.11208985,0.21190304,0.11086585,0.11865898,0.32877114,0.26413718,4.83E-07
190.1482136,32.4340216,22.2667397,20.63143906,0.014,0.002,22.2797397,20.63343906,0.048,0.007,0.759,0.6451,0.000118579,0.00011452,89.8,149,20.0112,2.023,0,0,20.70843906,0.005,24.673,24.939,23.748,24.384,24.863,25.61,21.13523906,20.72123906,20.62623906,20.59843906,21.20387719,20.77792206,20.61175969,20.50545563,20.59337669,0.03822011,0.028206008,0.03321719,0.14340077,0.06542162,21.14061719,20.67627806,20.46590469,20.30349563,20.35493369,0.03201704,0.017852485,0.014179304,0.06761651,0.025707701,0.316055544
190.0134206,32.2785908,22.76970069,21.159879,0.023,0.004,22.71970069,21.160879,0.078,0.011,0.7366,0.6451,0.000112594,0.000106542,89.32,107,20.4932,1.966,0,0,21.235879,0.007,24.567,24.939,23.735,24.384,24.907,25.61,21.652979,21.244179,21.151379,21.108879,21.8569876,21.350774,21.19091969,20.79098438,21.15616412,0.090828516,0.04108717,0.05741922,0.18841287,0.09813488,21.6568446,21.187025,21.03011669,20.80629138,20.88884112,0.03280692,0.027947184,0.045756135,0.1298714,0.050762024,0.20760051
190.2981215,32.7370952,22.99309983,21.58401607,0.029,0.004,22.92109983,21.56901607,0.096,0.013,0.7626,0.632,0.000115639,0.000111987,54.55,114,20.9442,2.017,0,0,21.66601607,0.009,24.544,25.111,23.619,24.57,24.734,25.694,22.09111607,21.67761607,21.55051607,21.51481607,22.18815023,21.59922507,21.59308687,21.54235479,21.20371415,0.13626462,0.0861024,0.13245839,0.9264893,0.23053716,22.08840723,21.61209407,21.36059587,21.08302479,21.39734015,0.04814058,0.029626096,0.055149995,0.15638937,0.09703304,0.68909454
190.1076677,32.3213383,23.50828492,21.48319393,0.054,0.005,23.82128492,21.48919393,0.245,0.014,0.7248,0.6451,0.000113651,0.000107947,38.48,103,20.9135,1.956,0,3,21.55619393,0.01,24.415,24.939,23.49,24.384,24.605,25.61,21.97819393,21.56499393,21.47409393,21.37789393,22.04067284,21.54073693,21.15198586,19.96736741,21.09287919,0.099879004,0.103298664,0.044800784,0.12680052,0.070400506,22.07852084,21.41136693,21.23861186,20.98933441,21.19338119,0.044698786,0.053603448,0.027964234,0.12474263,0.06834128,0.038202035
190.2906525,32.6548359,23.04420801,21.60976959,0.055,0.005,22.95620801,21.61676959,0.163,0.014,0.7088,0.632,0.000117352,0.000106663,71.88,111,21.034,2.007,0,0,21.68776959,0.01,23.824,25.111,22.899,24.57,24.014,25.694,22.11526959,21.69966959,21.60936959,21.57926959,22.19645048,21.82695959,21.61765945,21.335467,21.48232012,0.09391863,0.091713004,0.08498536,0.25249004,0.1430037,22.11993548,21.62297059,21.40065445,21.1235,21.36298012,0.051927414,0.05471287,0.031280734,0.11890784,0.14582881,0.732143451
190.2923441,32.40413,24.33750758,23.02492352,0.12,0.015,24.10250758,23.06692352,0.328,0.048,0.731,0.6438,9.59E-05,9.19E-05,41.69,51,22.4362,1.933,0,0,23.09092352,0.03,24.41,25.19,23.485,24.634,24.6,25.688,23.49252352,23.09812352,23.06152352,22.69762352,23.5147174,21.89762352,21.78380164,20.5474162,21.88657405,0.470515,0.09847557,0.18195476,0.21048798,0.35427126,23.0223124,22.65969752,22.40142964,21.4974492,22.31784605,0.11328415,0.14594302,0.06511003,0.16465344,0.17608646,0.043431973
190.1618695,32.4096242,22.12570915,20.7844226,0.013,0.003,22.16770915,20.7894226,0.048,0.008,0.756,0.6451,0.000118861,0.000114146,-61.33,142,20.2407,2.012,0,0,20.8594226,0.006,24.563,24.939,23.638,24.384,24.753,25.61,21.2951226,20.8690226,20.7791226,20.7718226,21.21163339,20.8426086,20.69190428,20.60023789,20.87012559,0.041522585,0.051437333,0.05047503,0.16380778,0.10070331,21.17504439,20.7212426,20.59231228,20.45518589,20.62297759,0.030802518,0.022608155,0.027760964,0.097029924,0.043796863,0.035662935
190.0290744,32.225817,23.01578794,21.18869178,0.03,0.004,22.99278794,21.16969178,0.101,0.011,0.7366,0.6451,0.000122267,0.000114787,80.23,134,20.645,2.045,0,0,21.26869178,0.008,24.567,24.939,23.735,24.384,24.907,25.61,21.68649178,21.28039178,21.15309178,21.14439178,22.19684043,21.42162478,21.07485065,20.66355432,21.21434243,0.092469946,0.039795898,0.061814252,0.13691902,0.16015825,21.97552943,21.28450178,20.96589365,20.62637432,20.85344143,0.05933107,0.026975598,0.026519718,0.08791111,0.063196436,0.002654177
190.0524115,32.1857388,23.27469636,21.82348624,0.038,0.006,23.29869636,21.80548624,0.132,0.018,0.7235,0.6595,0.000119923,0.000108769,-46.83,110,21.243,2.032,0,0,21.90148624,0.012,24.555,25.073,23.63,24.502,24.754,25.633,22.34488624,21.91208624,21.78148624,21.68858624,22.5032443,21.90672724,21.7356567,20.81581067,22.17962135,0.1395951,0.11303682,0.0867119,0.15469983,0.32240638,22.3610403,21.85674924,21.6218527,21.02624767,21.85757535,0.06911195,0.061664622,0.06175105,0.14738435,0.11057049,0.8333039
190.075967,32.1911248,21.07772374,19.79196196,0.006,0.001,21.08672374,19.78996196,0.018,0.003,0.7235,0.6451,0.000125644,0.000120637,-82.85,218,19.1866,1.995,0,0,19.86896196,0.003,24.555,24.939,23.63,24.384,24.754,25.61,20.28306196,19.88026196,19.77936196,19.75666196,20.28571644,19.90468196,19.77547549,19.85770524,19.84138756,0.027981428,0.02716143,0.020671783,0.11921489,0.051186483,20.18483444,19.80066796,19.67084249,19.61057424,19.65904456,0.01922655,0.014026913,0.010889455,0.053953387,0.020008698,0.001058641
190.0451384,32.1449464,24.30835326,22.26884034,0.089,0.008,24.08235326,22.25684034,0.254,0.027,0.7386,0.6595,0.000109637,0.000102792,-41.93,80,21.6961,2.05,0,0,22.35384034,0.017,24.676,25.073,23.751,24.502,24.938,25.633,22.78394034,22.36804034,22.22954034,22.14924034,22.97146815,22.34775034,22.05668101,20.0428351,21.73940007,0.16921417,0.20470418,0.10216173,0.24064854,0.12640025,22.74232415,22.24033334,22.01846401,21.3757241,21.78851307,0.10176894,0.11810816,0.055898465,0.1979731,0.07796007,0.307950668
190.04099,32.1669384,23.6265554,22.2499493,0.048,0.01,23.6185554,22.2699493,0.166,0.031,0.7386,0.6694,0.000107615,0.000103327,88.91,79,21.706,2.044,0,0,22.3359493,0.02,24.676,24.952,23.751,24.363,24.938,25.573,22.7797493,22.3475493,22.2570493,22.1284493,22.45280166,22.0590273,22.0862695,21.03030732,23.7336513,0.20136252,0.120299965,0.11276034,0.6703742,2.5006936,22.58048366,22.2165413,22.0412965,21.09100932,22.1774393,0.17277114,0.054948393,0.05457848,0.1503421,0.12926741,0.020636243
190.0554162,32.2044201,22.88562124,21.18744574,0.031,0.005,22.82162124,21.18044574,0.103,0.014,0.735,0.6675,0.000119797,0.000109371,-57.03,118,20.6778,2.069,0,0,21.27844574,0.01,24.393,24.703,23.468,24.115,24.583,25.259,21.73384574,21.28964574,21.16844574,21.15154574,21.73676676,21.14138274,21.15210964,20.87267464,20.43923997,0.072827786,0.07343027,0.06231866,0.1344996,0.10114445,21.69021376,21.18161974,20.99892664,20.63405764,20.78111197,0.056365274,0.040236775,0.02455136,0.061609168,0.07089201,0.48553655
190.9609159,32.5149344,21.71969006,20.09487327,0.013,0.002,21.76069006,20.09387327,0.042,0.004,0.7603,0.5882,0.000116564,0.000113992,-4.53,189,19.2785,1.838,0,0,20.15287327,0.004,24.392,24.983,23.622,24.536,24.857,25.712,20.50297327,20.16227327,20.07597327,20.03797327,20.72970132,20.12809327,19.99949772,20.24154569,20.07426295,0.075746164,0.032717746,0.04605485,0.15525109,0.05511234,20.57303732,20.07474827,19.88691472,19.98727869,19.89162495,0.03479058,0.009515695,0.020139499,0.0636658,0.036003776,0.16651505
190.9864204,32.5897076,24.42122562,22.63262292,0.126,0.013,24.45122562,22.61362292,0.47,0.036,0.7603,0.5882,9.75E-05,9.64E-05,-7.9,56,21.9716,1.939,0,0,22.69162292,0.026,24.392,24.983,23.622,24.536,24.857,25.712,23.11522292,22.70182292,22.56242292,22.34612292,23.70738544,22.18286292,22.47919228,20.87194202,22.40730858,1.712436,0.14426163,0.22922234,0.41114664,0.9240186,23.07467044,22.43218692,22.34674928,21.45905602,22.37796858,0.19858776,0.12428847,0.10563184,0.13302833,0.18702987,0.029888507
190.9111535,32.6198428,22.43537719,21.01016557,0.02,0.003,22.45037719,21.00216557,0.073,0.009,0.7603,0.5882,0.000113534,0.00010598,-45.98,122,20.2617,1.846,0,0,21.07016557,0.007,24.392,24.983,23.622,24.536,24.857,25.712,21.43036557,21.08046557,20.98566557,20.99966557,21.36897534,21.22162557,20.98613044,21.07431706,21.07997179,0.14444104,0.049121283,0.066548645,0.3534215,0.1538042,21.37952634,21.08554557,20.87774244,20.65578206,20.82029979,0.083930135,0.037626505,0.02489243,0.14296591,0.06871283,0.002031116
190.9689976,32.7200743,22.25987753,20.91497432,0.017,0.003,22.24687753,20.91797432,0.061,0.009,0.7603,0.5814,0.000108302,0.000104624,-3.12,110,20.0135,1.782,0,0,20.96997432,0.007,24.392,24.796,23.622,24.358,24.857,25.494,21.31007432,20.97977432,20.90707432,20.88337432,21.5077264,21.17096632,21.05837473,21.29923819,20.89481281,0.12292242,0.043358687,0.03762748,0.32888967,0.09078671,21.3595564,20.98975932,20.83504173,20.77773119,20.76002581,0.04405447,0.01951818,0.018228464,0.09746873,0.04921112,0.008383876
191.0428148,32.7238953,22.84959208,21.05889853,0.029,0.004,22.93259208,21.06989853,0.112,0.011,0.7603,0.5632,0.000103019,0.000100759,58.6,97,20.197,1.7,0,0,21.11089853,0.009,24.392,24.681,23.622,24.009,24.857,25.323,21.41699853,21.11859853,21.04429853,21.02699853,21.78355137,21.25288053,21.144041,20.32522759,20.89500666,0.06674559,0.045815732,0.061043497,0.24572329,0.0903088,21.59741137,21.06205253,20.986733,20.37697159,20.89601366,0.044696733,0.025304362,0.033237465,0.10116364,0.07489823,0.025079267
191.0371653,32.7334512,24.77095711,22.9820953,0.17,0.019,24.25195711,23.0250953,0.377,0.056,0.7603,0.5882,9.74E-05,9.20E-05,-89.63,54,22.2753,1.898,0,0,23.0290953,0.04,24.392,24.983,23.622,24.536,24.857,25.712,23.4490953,23.0368953,22.9959953,23.0801953,23.43851379,22.6960493,22.66044332,,23.41442241,0.3092865,0.1931648,0.19470544,-3.3434675,1.6861454,23.40042979,23.0493783,22.61450632,21.74689007,22.58767641,0.16652134,0.15297373,0.10867094,0.1866791,0.1504108,0.002271755
190.7570602,32.256231,22.99816305,21.75666727,0.034,0.006,23.10116305,21.76866727,0.131,0.018,0.7274,0.6234,0.000110675,0.000103784,-18.29,100,21.1106,1.925,0,0,21.82066727,0.012,24.395,24.989,23.581,24.459,24.722,25.651,22.21416727,21.83276727,21.76526727,21.74896727,22.39272507,21.92778027,21.70768979,21.01842489,21.05762783,0.0880786,0.07518909,0.104877494,0.2908714,0.12899025,22.15795407,21.74576927,21.62897079,21.06614089,21.48670483,0.061067365,0.043609995,0.055050828,0.11302072,0.13521981,0.009232227
190.8622925,32.3460057,21.6236057,19.80728875,0.01,0.002,21.6166057,19.81228875,0.034,0.004,0.7274,0.6086,0.000115462,0.0001135,-73.65,173,19.0692,1.867,0,0,19.86928875,0.003,24.395,24.667,23.581,24.2,24.722,25.365,20.24658875,19.87898875,19.80178875,19.80608875,20.3677324,19.90701175,19.69274578,19.55841895,19.57115587,0.04424262,0.015838353,0.015960494,0.07402391,0.029523384,20.3348544,19.83831075,19.57975878,19.37026495,19.48241187,0.035323676,0.010266705,0.009535811,0.022019634,0.011190595,0.109075439
190.7618302,32.3699026,23.05057456,21.60865484,0.036,0.005,23.22257456,21.60665484,0.146,0.016,0.7274,0.6234,0.000110291,0.000104129,-76.47,98,20.9586,1.939,0,0,21.67665484,0.011,24.395,24.989,23.581,24.459,24.722,25.651,22.06055484,21.68815484,21.59175484,21.57625484,22.16251656,21.69670984,21.61172284,21.26538598,21.97876275,0.103091665,0.06931429,0.110144384,0.2957883,0.27756655,22.15785856,21.58713284,21.43245884,21.27943498,21.41533175,0.054901917,0.033056132,0.04411926,0.11723569,0.090945534,0.365364642
191.1018932,32.6113868,21.58761803,20.31099061,0.008,0.002,21.58761803,20.30799061,0.026,0.005,0.7504,0.5882,0.000117942,0.000113607,-51.17,171,19.6032,1.91,0,0,20.36999061,0.004,24.658,24.983,23.733,24.536,24.984,25.712,20.75179061,20.38019061,20.29319061,20.28099061,20.79405997,20.40048761,20.26298657,19.88583789,20.17345628,0.035552785,0.022610854,0.039879058,0.077805534,0.04171781,20.68884697,20.30092761,20.13885057,20.05858089,20.13484728,0.015276887,0.012857038,0.02491908,0.042897046,0.0328851,0.007939039
190.6949113,32.251184,24.36665082,22.6699302,0.119,0.013,24.60965082,22.6689302,0.517,0.04,0.7274,0.6234,0.000107037,0.000101506,9.12,69,22.2782,2.179,0,0,22.7319302,0.027,24.417,24.989,23.698,24.459,24.944,25.651,23.2624302,22.7425302,22.6676302,22.7741302,22.80445914,23.2874032,22.42719594,,22.42563716,0.38506502,0.60283285,0.21223873,-17.130203,0.33959058,23.34876914,22.6134222,22.46487694,22.12651247,22.07920716,0.31145898,0.080500305,0.14380956,0.5419856,0.11382132,0.007022394
190.6894252,32.2896815,23.97251408,22.56731745,0.082,0.015,24.23051408,22.51631745,0.367,0.044,0.7274,0.6342,0.000107549,0.000102014,58.83,60,22.1872,2.375,2,0,22.65331745,0.031,24.417,24.753,23.698,24.211,24.944,25.401,23.22791745,22.67361745,22.47641745,22.36051745,22.90517139,22.56883345,22.23405044,21.43704846,22.00888247,0.25810465,0.16921113,0.16896908,0.7968604,0.21584463,22.81920239,22.42954045,22.27386644,21.71732446,21.97660847,0.14070545,0.07814697,0.10628833,0.25402194,0.13997343,0.015971631
190.6931651,32.3508764,23.99221513,22.45500014,0.077,0.014,23.74221513,22.42600014,0.214,0.041,0.7274,0.6086,0.000102771,0.000101097,-53,65,21.8042,2.069,2,0,22.52200014,0.029,24.417,24.667,23.698,24.2,24.944,25.365,22.96510014,22.53350014,22.38800014,22.26390014,23.20890768,22.48222014,22.29444605,21.03407028,22.59139561,0.26986057,0.16349652,0.18228914,0.5886211,0.52180165,22.96961768,22.53812714,22.07802205,21.19499328,21.88108961,0.11125671,0.08749593,0.07851932,0.12306791,0.098607294,0.002180829
190.9146924,32.5363059,21.41455014,19.80318072,0.01,0.002,21.37355014,19.80718072,0.035,0.005,0.8016,0.4931,0.000108787,0.000103826,7.8,130,18.8966,1.757,0,0,19.83518072,0.005,24.142,24.325,23.281,23.684,24.32,25.006,20.14648072,19.84208072,19.77968072,19.74548072,20.44028472,19.94780572,19.82747616,19.68559715,19.73141242,0.035991285,0.014314541,0.031603884,0.07851772,0.038644157,20.32897872,19.85654672,19.69447516,19.58097915,19.62278342,0.026268294,0.010742559,0.016265064,0.03436662,0.017818028,0.036574264
191.0891319,32.3962421,23.00565382,21.53662703,0.026,0.005,22.98665382,21.51962703,0.088,0.015,0.7235,0.6454,0.000111761,0.000106279,84.88,102,20.8905,1.988,0,0,21.61162703,0.011,24.666,24.975,23.741,24.404,24.87,25.6,22.02192703,21.62282703,21.50722703,21.51352703,22.35648044,21.79664203,21.55850025,21.12645804,21.82822479,0.124873735,0.074146196,0.093789786,0.30015853,0.16457283,22.11903644,21.55240603,21.40902525,21.02383904,21.41231379,0.042607307,0.044901747,0.051415283,0.11521486,0.09356863,0.309630728
191.0551045,32.3991301,22.63670876,21.36565664,0.018,0.004,22.65870876,21.38965664,0.063,0.013,0.7235,0.6349,0.000110568,0.000104904,-67.37,100,20.7753,1.98,0,0,21.44165664,0.009,24.666,25.105,23.741,24.565,24.87,25.692,21.86815664,21.45265664,21.40315664,21.38255664,22.17097025,21.59882664,21.50160876,19.34754096,21.42753516,0.1311474,0.12183804,0.093066566,0.27812228,0.32551214,21.86268425,21.43316564,21.28847676,21.27532796,20.93566316,0.03784245,0.06851297,0.039016988,0.22925086,0.086707704,0.040481629
190.9910901,32.6557582,24.62489275,22.83344348,0.18,0.015,24.69689275,22.80144348,0.67,0.043,0.7392,0.5882,0.000106053,9.64E-05,71.19,60,22.3428,2.13,0,0,22.89844348,0.032,24.164,24.983,23.239,24.536,24.532,25.712,23.38984348,22.91744348,22.85644348,23.35064348,22.98980306,23.13645348,22.53324197,19.59819068,21.49281939,0.3095821,0.11409231,0.3263651,0.16154492,0.29553622,23.26025206,22.99268048,22.44233197,20.92096368,22.03061639,0.2312614,0.101249605,0.1261416,0.040150836,0.32580778,7.52E-07
191.0677142,32.4584447,22.54802098,20.64620782,0.016,0.002,22.51802098,20.65620782,0.054,0.006,0.735,0.6182,0.000115361,0.000111648,-6.99,146,19.9079,1.89,0,0,20.71820782,0.004,24.763,25.092,23.838,24.451,25.122,25.655,21.09610782,20.72760782,20.64050782,20.61770782,21.13301595,20.77203482,20.33623204,20.03817898,20.22963334,0.066965885,0.039518293,0.034910794,0.07712316,0.05293599,20.92887395,20.56050082,20.23031504,19.84610898,20.10595734,0.042726852,0.030491838,0.01825749,0.042377625,0.027922109,0.030813793
190.9747794,32.415428,24.36476433,22.77022564,0.096,0.015,24.08476433,22.72122564,0.253,0.043,0.7184,0.6234,0.000115707,0.000106936,-33.07,75,22.4378,2.335,0,0,22.85022564,0.031,24.669,24.989,23.744,24.459,24.859,25.651,23.38442564,22.87362564,22.69342564,22.75852564,25.03779274,22.98890264,22.24458595,21.2489524,22.19519266,3.6613863,0.34004512,0.29768404,0.67293346,0.58170897,23.29196574,22.60162264,22.38840295,21.6603604,22.06247266,0.19245033,0.1635581,0.14434728,0.18493967,0.27631778,0.022910627
191.0843411,32.5329151,24.26601173,22.95312475,0.098,0.017,23.84901173,22.94912475,0.242,0.05,0.7792,0.5882,9.50E-05,8.76E-05,-64.87,50,22.0487,1.752,0,0,23.00612475,0.035,24.532,24.983,23.607,24.536,24.722,25.712,23.34062475,23.01372475,23.00072475,22.95822475,23.12605135,22.71511075,22.69132072,19.98213891,22.05630669,0.39043438,0.19338228,0.15402818,0.5719574,0.1788531,23.18828435,22.77280575,22.52625672,21.74071391,22.17880269,0.18619946,0.13280822,0.10325994,0.2475274,0.1340439,0.152377712
191.0955588,32.5982719,21.9636419,20.48300347,0.012,0.002,21.9686419,20.47900347,0.041,0.006,0.7792,0.5882,0.000116551,0.000114478,-51.19,158,19.8184,1.94,0,0,20.54000347,0.005,24.532,24.983,23.607,24.536,24.722,25.712,20.93530347,20.55020347,20.45970347,20.43030347,21.18344657,20.56699347,20.33853948,20.29019593,20.31253939,0.06830704,0.027920658,0.032779373,0.1328801,0.069702856,20.96242357,20.44496647,20.20500048,20.02493693,20.21608239,0.03275805,0.008819013,0.014775292,0.07695875,0.020347714,0.37508049
191.0873391,32.664964,23.76651516,22.01485707,0.057,0.008,23.52851516,22.00985707,0.165,0.022,0.7792,0.5882,0.000106301,9.96E-05,-54.46,78,21.4442,1.953,0,0,22.07585707,0.017,24.532,24.983,23.607,24.536,24.722,25.712,22.48165707,22.08515707,22.01255707,22.01145707,22.35201243,22.16003307,21.80429628,21.0846441,22.02545274,0.1564273,0.12064843,0.1295555,0.37546822,0.18553413,22.60421043,22.01092107,21.75150628,21.4077891,21.57199174,0.10893183,0.06142272,0.062451128,0.22282837,0.0884737,0.342111362
190.8950599,32.3095918,22.72669538,21.01195422,0.032,0.003,22.75569538,21.01995422,0.107,0.009,0.6845,0.6234,0.000112676,0.000108359,68.91,122,20.3216,1.903,0,0,21.07795422,0.006,24.198,24.989,23.273,24.459,24.595,25.651,21.45865422,21.08815422,21.00965422,21.00255422,21.67179486,21.05854322,20.95069558,20.63386476,21.12983643,0.12792234,0.049245145,0.051640473,0.18055676,0.20096514,21.55947986,20.96400522,20.81053758,20.72515976,20.64982443,0.055358957,0.036615152,0.02792523,0.11652371,0.071242765,0.233225814
191.0140264,32.4837212,22.34726043,21.00979785,0.016,0.003,22.40526043,21.00579785,0.057,0.009,0.72,0.5882,0.000112452,0.000107236,-22.95,124,20.3172,1.856,0,0,21.06879785,0.007,24.542,24.983,23.617,24.536,24.732,25.712,21.43479785,21.07889785,20.99919785,20.98129785,21.56494133,21.15708885,20.96409903,21.00085728,20.80398574,0.10041527,0.08049465,0.048553083,0.2713152,0.05558088,21.37037333,21.01305585,20.87996103,20.61257228,20.86313074,0.038876493,0.028332977,0.03426847,0.0747728,0.044241447,0.002444115
190.7341491,32.2778748,23.07509543,21.49009177,0.031,0.005,23.02009543,21.50609177,0.101,0.014,0.7203,0.6234,0.000108526,0.000103746,-37.37,96,20.7888,1.918,0,0,21.55509177,0.01,24.556,24.989,23.631,24.459,24.897,25.651,21.93739177,21.56539177,21.48169177,21.46179177,22.17544818,21.64431977,21.5271621,21.31563539,22.03734473,0.12952465,0.0754372,0.09740274,0.253176,0.22837146,21.95790718,21.48204177,21.3615931,21.13098239,21.47631173,0.056140874,0.054555275,0.046371404,0.12563188,0.101994805,0.095514364
